participant_id,Age
S01748,80.39
S01749,52.45
S01750,76.79
S01751,77.08
S01752,57.21
S01753,52.92
S01754,75.08
S01755,61.15
S01756,81.64
S01757,67.69
S01758,66.75
S01759,67.76
S01760,77.96
S01761,55.19
S01762,66.43
S01763,74.14
S01764,82.47
S01765,73.65
S01766,77.4
S01767,76.22
S01768,65.95
S01769,75.78
S01770,58.48
S01771,51.19
S01772,61.57
S01773,63.4
S01774,84.68
S01775,57.81
S01776,70.58
S01777,76.55
S01778,60.47
S01779,81.74
S01780,84.99
S01781,84.64
S01782,57.39
S01783,78.3
S01784,59.6
S01785,55.05
S01786,67.89
S01787,77.52
S01788,58.81
S01789,71.47
S01790,74.28
S01791,77.6
S01792,68.94
S01793,74.47
S01794,54.91
S01795,63.9
S01796,76.81
S01797,52.85
S01798,69.32
S01799,80.12
S01800,53.38
S01801,57.68
S01802,67.17
S01803,54.99
S01804,63.65
S01805,83.81
S01806,69.28
S01807,51.01
S01808,69.72
S01809,51.87
S01810,53.64
S01811,74.27
S01812,58.92
S01813,52.66
S01814,81.75
S01815,57.43
S01816,80.24
S01817,62.63
S01818,69.45
S01819,56.38
S01820,67.36
S01821,61.28
S01822,65.75
S01823,55.28
S01824,74.0
S01825,62.96
S01826,84.74
S01827,52.42
S01828,76.98
S01829,79.89
S01830,50.54
S01831,61.44
S01832,73.76
S01833,71.26
S01834,63.53
S01835,57.47
S01836,82.24
S01837,70.56
S01838,66.9
S01839,66.6
S01840,57.67
S01841,81.39
S01842,63.94
S01843,66.09
S01844,59.71
S01845,51.14
S01846,69.37
S01847,83.05
S01848,72.76
S01849,53.23
S01850,70.62
S01851,57.06
S01852,69.04
S01853,59.59
S01854,68.91
S01855,67.73
S01856,57.18
S01857,73.77
S01858,75.45
S01859,70.12
S01860,70.74
S01861,53.87
S01862,82.93
S01863,81.8
S01864,84.62
S01865,59.11
S01866,70.54
S01867,53.31
S01868,58.3
S01869,72.85
S01870,54.8
S01871,62.26
S01872,61.43
S01873,51.1
S01874,70.81
S01875,61.9
S01876,81.8
S01877,83.39
S01878,82.99
S01879,58.06
S01880,83.37
S01881,53.89
S01882,69.04
S01883,55.32
S01884,59.39
S01885,84.62
S01886,54.27
S01887,53.72
S01888,83.22
S01889,53.52
S01890,50.59
S01891,72.68
S01892,82.69
S01893,70.56
S01894,50.78
S01895,64.09
S01896,61.56
S01897,78.02
S01898,54.49
S01899,71.69
S01900,65.94
S01901,70.0
S01902,71.05
S01903,69.9
S01904,81.14
S01905,69.2
S01906,82.65
S01907,77.86
S01908,57.55
S01909,62.43
S01910,82.11
S01911,83.87
S01912,62.67
S01913,51.23
S01914,78.09
S01915,62.49
S01916,63.28
S01917,81.46
S01918,84.78
S01919,65.74
S01920,76.55
S01921,60.54
S01922,51.1
S01923,55.65
S01924,58.0
S01925,72.86
S01926,80.44
S01927,66.1
S01928,84.8
S01929,60.32
S01930,72.21
S01931,59.52
S01932,83.45
S01933,54.83
S01934,84.67
S01935,66.13
S01936,80.61
S01937,52.79
S01938,70.65
S01939,72.82
S01940,54.86
S01941,51.28
S01942,71.75
S01943,69.19
S01944,78.15
S01945,55.33
S01946,56.32
S01947,82.97
S01948,84.22
S01949,73.25
S01950,80.13
S01951,64.88
S01952,59.39
S01953,70.38
S01954,78.28
S01955,73.43
S01956,72.86
S01957,58.63
S01958,69.52
S01959,80.54
S01960,55.31
S01961,53.81
S01962,84.36
S01963,77.24
S01964,69.77
S01965,80.68
S01966,62.46
S01967,82.6
S01968,73.75
S01969,74.36
S01970,64.28
S01971,61.82
S01972,53.48
S01973,79.47
S01974,74.52
S01975,72.94
S01976,54.61
S01977,82.88
S01978,64.89
S01979,62.6
S01980,54.93
S01981,73.95
S01982,72.24
S01983,60.16
S01984,77.78
S01985,63.1
S01986,79.43
S01987,71.2
S01988,84.81
S01989,54.83
S01990,66.47
S01991,69.31
S01992,63.35
S01993,57.2
S01994,73.45
S01995,69.76
S01996,74.05
S01997,65.97
S01998,55.92
S01999,68.62
S02000,74.29
S02001,83.04
S02002,73.49
S02003,55.9
S02004,73.98
S02005,78.72
S02006,81.06
S02007,52.99
S02008,72.58
S02009,50.64
S02010,56.37
S02011,54.64
S02012,72.34
S02013,51.17
S02014,72.59
S02015,61.16
S02016,62.43
S02017,78.73
S02018,54.17
S02019,68.04
S02020,68.29
S02021,51.51
S02022,79.56
S02023,82.83
S02024,54.34
S02025,69.04
S02026,78.29
S02027,55.91
S02028,60.07
S02029,65.89
S02030,84.68
S02031,59.27
S02032,65.82
S02033,57.88
S02034,82.29
S02035,58.87
S02036,82.69
S02037,81.04
S02038,78.62
S02039,63.87
S02040,58.08
S02041,54.72
S02042,59.89
S02043,58.01
S02044,66.83
S02045,65.47
S02046,61.69
S02047,83.71
S02048,82.72
S02049,82.27
S02050,60.24
S02051,76.78
S02052,75.36
S02053,70.91
S02054,72.36
S02055,77.49
S02056,62.99
S02057,58.52
S02058,56.48
S02059,72.16
S02060,50.61
S02061,77.94
S02062,62.66
S02063,57.4
S02064,84.73
S02065,73.98
S02066,69.92
S02067,80.42
S02068,74.79
S02069,69.75
S02070,53.77
S02071,74.31
S02072,70.38
S02073,83.98
S02074,59.26
S02075,76.27
S02076,52.54
S02077,84.95
S02078,69.59
S02079,82.2
S02080,57.29
S02081,56.92
S02082,73.44
S02083,50.72
S02084,80.83
S02085,76.01
S02086,83.35
S02087,65.41
S02088,73.52
S02089,71.88
S02090,84.85
S02091,64.7
S02092,77.66
S02093,52.87
S02094,74.13
S02095,60.82
S02096,55.26
S02097,84.06
S02098,75.89
S02099,58.4
S02100,61.94
S02101,56.59
S02102,61.82
S02103,71.75
S02104,60.99
S02105,75.73
S02106,81.72
S02107,73.01
S02108,80.11
S02109,59.79
S02110,65.66
S02111,52.66
S02112,69.37
S02113,72.33
S02114,70.18
S02115,75.87
S02116,64.91
S02117,76.75
S02118,79.66
S02119,58.17
S02120,55.69
S02121,66.96
S02122,68.43
S02123,77.29
S02124,64.32
S02125,72.31
S02126,60.45
S02127,73.19
S02128,67.06
S02129,60.92
S02130,84.29
S02131,73.43
S02132,53.53
S02133,56.19
S02134,77.99
S02135,72.62
S02136,80.96
S02137,56.18
S02138,63.7
S02139,65.56
S02140,53.96
S02141,66.73
S02142,84.93
S02143,68.49
S02144,79.84
S02145,69.66
S02146,70.26
S02147,82.55
S02148,69.67
S02149,84.15
S02150,57.94
S02151,81.74
S02152,59.85
S02153,58.82
S02154,71.15
S02155,60.58
S02156,55.89
S02157,58.87
S02158,53.2
S02159,84.95
S02160,79.33
S02161,52.37
S02162,78.5
S02163,60.72
S02164,81.7
S02165,81.66
S02166,79.27
S02167,75.03
S02168,69.95
S02169,65.68
S02170,54.07
S02171,59.94
S02172,62.07
S02173,65.85
S02174,72.61
S02175,69.45
S02176,73.85
S02177,79.31
S02178,58.91
S02179,64.43
S02180,54.45
S02181,62.28
S02182,62.16
S02183,75.67
S02184,53.25
S02185,67.29
S02186,54.67
S02187,71.59
S02188,63.54
S02189,68.46
S02190,84.62
S02191,80.61
S02192,73.65
S02193,80.84
S02194,63.94
S02195,82.73
S02196,68.17
S02197,70.14
S02198,81.31
S02199,77.0
S02200,60.49
S02201,83.29
S02202,76.96
S02203,55.85
S02204,57.27
S02205,56.66
S02206,68.18
S02207,58.7
S02208,75.66
S02209,70.69
S02210,67.18
S02211,71.17
S02212,54.34
S02213,57.5
S02214,65.01
S02215,50.62
S02216,78.64
S02217,83.62
S02218,80.15
S02219,65.2
S02220,68.43
S02221,73.33
S02222,53.26
S02223,78.91
S02224,84.19
S02225,72.73
S02226,60.45
S02227,67.36
S02228,62.81
S02229,58.06
S02230,60.54
S02231,70.82
S02232,80.74
S02233,81.8
S02234,79.63
S02235,51.48
S02236,79.98
S02237,80.84
S02238,70.89
S02239,64.85
S02240,61.89
S02241,67.26
S02242,62.6
S02243,66.2
S02244,60.74
S02245,83.09
S02246,69.72
S02247,64.98
S02248,58.4
S02249,71.92
S02250,55.42
S02251,64.0
S02252,60.15
S02253,77.16
S02254,62.11
S02255,83.71
S02256,66.5
S02257,63.36
S02258,51.92
S02259,61.63
S02260,50.72
S02261,66.58
S02262,71.81
S02263,51.06
S02264,69.15
S02265,68.64
S02266,61.88
S02267,72.8
S02268,61.3
S02269,74.3
S02270,51.05
S02271,50.75
S02272,70.51
S02273,50.93
S02274,67.31
S02275,69.88
S02276,65.97
S02277,53.06
S02278,80.63
S02279,56.96
S02280,74.56
S02281,68.54
S02282,61.89
S02283,81.72
S02284,80.46
S02285,82.85
S02286,68.67
S02287,67.03
S02288,65.48
S02289,56.02
S02290,76.73
S02291,54.85
S02292,62.06
S02293,75.53
S02294,63.71
S02295,72.2
S02296,76.93
S02297,74.62
S02298,76.48
S02299,63.03
S02300,75.12
S02301,70.55
S02302,63.05
S02303,83.39
S02304,64.92
S02305,66.83
S02306,50.94
S02307,78.2
S02308,59.88
S02309,70.6
S02310,62.54
S02311,54.66
S02312,66.02
S02313,75.79
S02314,81.86
S02315,53.69
S02316,61.92
S02317,60.8
S02318,83.84
S02319,67.36
S02320,52.45
S02321,50.62
S02322,74.69
S02323,69.42
S02324,64.49
S02325,55.23
S02326,66.26
S02327,51.79
S02328,52.11
S02329,56.28
S02330,61.04
S02331,72.12
S02332,80.76
S02333,78.76
S02334,80.87
S02335,77.58
S02336,75.87
S02337,56.92
S02338,81.61
S02339,63.4
S02340,64.47
S02341,51.01
S02342,54.09
S02343,83.26
S02344,69.03
S02345,64.85
S02346,78.83
S02347,73.39
S02348,59.29
S02349,63.92
S02350,63.28
S02351,67.4
S02352,65.93
S02353,52.53
S02354,76.86
S02355,79.1
S02356,63.18
S02357,71.8
S02358,57.59
S02359,62.46
S02360,80.07
S02361,71.5
S02362,64.75
S02363,64.89
S02364,56.11
S02365,71.3
S02366,58.48
S02367,69.14
S02368,64.06
S02369,84.67
S02370,54.08
S02371,81.82
S02372,77.67
S02373,74.88
S02374,83.42
S02375,80.41
S02376,72.0
S02377,68.31
S02378,62.74
S02379,74.94
S02380,52.81
S02381,66.08
S02382,58.25
S02383,71.42
S02384,70.56
S02385,64.04
S02386,81.08
S02387,80.21
S02388,70.99
S02389,68.73
S02390,68.79
S02391,66.57
S02392,53.67
S02393,67.71
S02394,52.62
S02395,75.2
S02396,73.67
S02397,72.43
S02398,68.98
S02399,73.26
S02400,73.39
S02401,75.05
S02402,68.78
S02403,72.89
S02404,81.17
S02405,76.85
S02406,55.17
S02407,56.05
S02408,58.84
S02409,56.78
S02410,60.95
S02411,53.57
S02412,71.93
S02413,67.32
S02414,64.21
S02415,65.37
S02416,58.69
S02417,78.96
S02418,67.23
S02419,55.53
S02420,73.03
S02421,74.73
S02422,56.41
S02423,58.12
S02424,77.59
S02425,83.8
S02426,75.94
S02427,57.99
S02428,63.77
S02429,84.35
S02430,76.54
S02431,63.81
S02432,77.3
S02433,66.19
S02434,75.28
S02435,52.11
S02436,80.36
S02437,55.12
S02438,71.17
S02439,53.55
S02440,79.0
S02441,84.18
S02442,64.33
S02443,59.42
S02444,71.13
S02445,52.8
S02446,51.2
S02447,76.14
S02448,59.96
S02449,65.78
S02450,81.7
S02451,68.37
S02452,76.35
S02453,72.46
S02454,77.12
S02455,52.45
S02456,67.62
S02457,53.01
S02458,63.07
S02459,69.65
S02460,56.46
S02461,67.34
S02462,68.12
S02463,63.06
S02464,57.05
S02465,76.44
S02466,65.7
S02467,81.75
S02468,83.81
S02469,79.13
S02470,70.35
S02471,66.01
S02472,78.53
S02473,64.87
S02474,83.59
S02475,55.4
S02476,58.83
S02477,79.08
S02478,54.08
S02479,74.43
S02480,69.1
S02481,55.98
S02482,78.35
S02483,60.94
S02484,84.2
S02485,60.67
S02486,63.55
S02487,52.48
S02488,65.2
S02489,79.02
S02490,56.73
S02491,58.87
S02492,63.83
S02493,62.47
S02494,69.09
S02495,74.08
S02496,65.1
S02497,83.75
S02498,82.83
S02499,68.95
S02500,78.02
S02501,60.25
S02502,81.95
S02503,80.37
S02504,82.6
S02505,74.35
S02506,80.45
S02507,52.16
S02508,69.78
S02509,73.15
S02510,82.73
S02511,80.3
S02512,69.67
S02513,80.8
S02514,77.75
S02515,55.58
S02516,75.61
S02517,74.38
S02518,76.27
S02519,57.75
S02520,70.75
S02521,57.06
S02522,59.01
S02523,61.28
S02524,64.62
S02525,74.09
S02526,52.06
S02527,72.45
S02528,79.25
S02529,84.53
S02530,79.81
S02531,78.54
S02532,54.24
S02533,72.02
S02534,80.76
S02535,84.22
S02536,61.56
S02537,83.14
S02538,54.54
S02539,72.65
S02540,64.66
S02541,72.02
S02542,74.74
S02543,63.01
S02544,77.84
S02545,59.03
S02546,50.85
S02547,51.72
S02548,55.04
S02549,60.65
S02550,77.59
S02551,84.22
S02552,82.88
S02553,66.89
S02554,51.91
S02555,59.57
S02556,68.82
S02557,69.57
S02558,54.97
S02559,72.2
S02560,62.92
S02561,67.53
S02562,55.79
S02563,55.85
S02564,63.5
S02565,69.38
S02566,79.88
S02567,70.2
S02568,78.56
S02569,57.39
S02570,50.74
S02571,51.82
S02572,58.51
S02573,58.25
S02574,62.83
S02575,61.67
S02576,71.52
S02577,78.64
S02578,73.61
S02579,55.2
S02580,83.03
S02581,59.03
S02582,77.39
S02583,52.97
S02584,55.09
S02585,59.67
S02586,66.39
S02587,56.35
S02588,62.96
S02589,82.64
S02590,80.51
S02591,56.83
S02592,60.22
S02593,67.68
S02594,55.67
S02595,66.49
S02596,58.0
S02597,60.44
S02598,71.71
S02599,58.62
S02600,64.79
S02601,68.67
S02602,56.57
S02603,82.17
S02604,58.52
S02605,76.6
S02606,55.63
S02607,80.63
S02608,54.99
S02609,51.32
S02610,74.67
S02611,68.88
S02612,78.12
S02613,70.63
S02614,68.29
S02615,60.4
S02616,64.92
S02617,62.17
S02618,71.73
S02619,54.37
S02620,79.39
S02621,71.44
S02622,77.94
S02623,77.4
S02624,60.23
S02625,68.18
S02626,51.52
S02627,62.91
S02628,70.64
S02629,82.22
S02630,82.28
S02631,58.8
S02632,66.48
S02633,72.87
S02634,76.74
S02635,68.9
S02636,77.56
S02637,72.18
S02638,65.7
S02639,65.24
S02640,70.4
S02641,65.96
S02642,69.6
S02643,73.79
S02644,79.67
S02645,70.0
S02646,55.75
S02647,62.1
S02648,80.08
S02649,62.85
S02650,83.92
S02651,53.13
S02652,71.0
S02653,65.42
S02654,52.42
S02655,75.79
S02656,53.76
S02657,67.75
S02658,66.0
S02659,61.03
S02660,74.21
S02661,70.67
S02662,59.52
S02663,50.91
S02664,66.2
S02665,54.92
S02666,65.86
S02667,66.02
S02668,66.63
S02669,83.4
S02670,51.68
S02671,65.1
S02672,60.51
S02673,59.61
S02674,61.59
S02675,56.45
S02676,70.31
S02677,79.78
S02678,58.06
S02679,56.4
S02680,57.34
S02681,72.17
S02682,68.73
S02683,51.82
S02684,72.49
S02685,52.01
S02686,61.0
S02687,78.07
S02688,72.33
S02689,74.07
S02690,77.13
S02691,80.33
S02692,61.06
S02693,66.75
S02694,63.54
S02695,74.74
S02696,51.45
S02697,72.16
S02698,50.77
S02699,54.98
S02700,55.79
S02701,60.87
S02702,62.61
S02703,51.95
S02704,60.0
S02705,55.92
S02706,60.85
S02707,73.23
S02708,63.03
S02709,76.18
S02710,83.5
S02711,51.79
S02712,82.4
S02713,59.44
S02714,79.06
S02715,82.19
S02716,66.26
S02717,61.27
S02718,58.46
S02719,83.19
S02720,69.63
S02721,56.65
S02722,63.87
S02723,77.43
S02724,62.5
S02725,63.67
S02726,74.35
S02727,59.98
S02728,63.54
S02729,64.9
S02730,70.0
S02731,53.78
S02732,83.96
S02733,52.86
S02734,51.24
S02735,69.68
S02736,53.48
S02737,57.97
S02738,50.94
S02739,74.7
S02740,69.3
S02741,75.04
S02742,73.44
S02743,56.27
S02744,75.28
S02745,71.57
S02746,70.47
S02747,67.22
S02748,58.5
S02749,71.51
S02750,50.65
S02751,62.67
S02752,71.71
S02753,81.79
S02754,62.07
S02755,80.6
S02756,61.75
S02757,81.33
S02758,82.98
S02759,53.74
S02760,57.97
S02761,56.89
S02762,84.19
S02763,81.69
S02764,63.16
S02765,79.03
S02766,84.09
S02767,83.95
S02768,78.23
S02769,55.85
S02770,74.12
S02771,62.49
S02772,77.06
S02773,66.2
S02774,55.04
S02775,74.97
S02776,73.27
S02777,74.27
S02778,82.5
S02779,73.56
S02780,67.49
S02781,54.5
S02782,56.65
S02783,56.26
S02784,71.1
S02785,77.77
S02786,81.27
S02787,56.19
S02788,64.48
S02789,64.02
S02790,57.84
S02791,57.99
S02792,66.54
S02793,81.55
S02794,72.63
S02795,80.26
S02796,76.43
S02797,55.6
S02798,79.0
S02799,75.23
S02800,60.73
S02801,69.16
S02802,64.83
S02803,73.03
S02804,60.65
S02805,76.66
S02806,72.95
S02807,79.76
S02808,79.11
S02809,76.54
S02810,70.46
S02811,75.56
S02812,63.33
S02813,74.26
S02814,83.03
S02815,63.42
S02816,75.04
S02817,81.28
S02818,62.7
S02819,82.58
S02820,61.26
S02821,58.55
S02822,55.71
S02823,74.64
S02824,69.75
S02825,72.6
S02826,59.29
S02827,53.62
S02828,70.99
S02829,54.7
S02830,61.17
S02831,60.75
S02832,72.46
S02833,68.87
S02834,53.83
S02835,79.84
S02836,79.48
S02837,66.33
S02838,83.47
S02839,67.24
S02840,72.66
S02841,62.83
S02842,56.78
S02843,78.25
S02844,59.59
S02845,50.63
S02846,67.79
S02847,62.57
S02848,80.22
S02849,57.85
S02850,79.29
S02851,51.0
S02852,53.93
S02853,84.23
S02854,68.63
S02855,63.36
S02856,65.17
S02857,57.6
S02858,59.25
S02859,58.23
S02860,50.81
S02861,73.91
S02862,69.4
S02863,66.49
S02864,82.05
S02865,51.17
S02866,53.25
S02867,72.47
S02868,66.51
S02869,82.9
S02870,82.62
S02871,53.69
S02872,63.94
S02873,71.55
S02874,58.83
S02875,69.45
S02876,79.6
S02877,50.53
S02878,84.0
S02879,63.77
S02880,61.45
S02881,82.54
S02882,77.26
S02883,61.93
S02884,71.13
S02885,69.78
S02886,56.0
S02887,67.27
S02888,77.47
S02889,83.17
S02890,82.96
S02891,71.35
S02892,57.96
S02893,52.22
S02894,51.2
S02895,73.83
S02896,75.82
S02897,79.1
S02898,61.37
S02899,74.89
S02900,54.55
S02901,57.26
S02902,78.51
S02903,69.03
S02904,72.6
S02905,60.2
S02906,51.72
S02907,51.5
S02908,78.19
S02909,74.78
S02910,58.75
S02911,75.5
S02912,55.39
S02913,81.37
S02914,76.61
S02915,73.85
S02916,82.86
S02917,64.85
S02918,53.47
S02919,55.01
S02920,79.1
S02921,77.84
S02922,67.27
S02923,66.22
S02924,83.01
S02925,80.32
S02926,71.13
S02927,67.71
S02928,54.14
S02929,62.79
S02930,66.68
S02931,71.9
S02932,71.18
S02933,65.31
S02934,54.16
S02935,57.81
S02936,68.12
S02937,51.27
S02938,61.13
S02939,75.23
S02940,67.94
S02941,55.22
S02942,74.97
S02943,76.42
S02944,60.93
S02945,80.49
S02946,72.98
S02947,81.29
S02948,64.42
S02949,76.35
S02950,60.13
S02951,55.1
S02952,66.41
S02953,70.83
S02954,70.47
S02955,81.65
S02956,62.33
S02957,63.87
S02958,71.31
S02959,78.76
S02960,77.64
S02961,80.0
S02962,84.57
S02963,68.55
S02964,77.28
S02965,69.41
S02966,56.21
S02967,69.73
S02968,70.42
S02969,81.03
S02970,57.63
S02971,52.44
S02972,54.8
S02973,53.52
S02974,78.75
S02975,74.45
S02976,75.25
S02977,80.21
S02978,71.5
S02979,54.6
S02980,81.29
S02981,61.4
S02982,63.82
S02983,70.49
S02984,63.33
S02985,58.8
S02986,84.47
S02987,62.32
S02988,62.09
S02989,67.78
S02990,50.72
S02991,67.05
S02992,70.41
S02993,82.05
S02994,64.02
S02995,59.08
S02996,71.55
S02997,72.86
S02998,56.85
S02999,76.06
S03000,74.86
S03001,65.46
S03002,82.99
S03003,63.91
S03004,52.45
S03005,56.49
S03006,77.47
S03007,81.66
S03008,61.81
S03009,53.7
S03010,61.45
S03011,76.34
S03012,72.61
S03013,75.08
S03014,52.89
S03015,63.31
S03016,65.67
S03017,73.58
S03018,58.76
S03019,58.24
S03020,69.46
S03021,78.55
S03022,78.17
S03023,63.79
S03024,74.49
S03025,76.91
S03026,59.77
S03027,56.88
S03028,84.81
S03029,73.77
S03030,69.28
S03031,52.5
S03032,55.88
S03033,79.44
S03034,52.72
S03035,67.73
S03036,71.83
S03037,61.21
S03038,74.25
S03039,63.93
S03040,82.79
S03041,70.5
S03042,62.45
S03043,51.4
S03044,64.35
S03045,67.5
S03046,81.37
S03047,67.68
S03048,63.19
S03049,73.59
S03050,54.69
S03051,77.45
S03052,71.76
S03053,54.87
S03054,75.99
S03055,56.68
S03056,77.58
S03057,77.56
S03058,76.94
S03059,56.67
S03060,64.76
S03061,57.21
S03062,75.99
S03063,67.53
S03064,76.36
S03065,74.69
S03066,81.84
S03067,69.27
S03068,62.86
S03069,72.47
S03070,66.08
S03071,60.6
S03072,78.42
S03073,62.93
S03074,69.25
S03075,66.42
S03076,80.72
S03077,62.14
S03078,75.34
S03079,71.69
S03080,68.06
S03081,84.4
S03082,83.44
S03083,78.16
S03084,68.34
S03085,59.24
S03086,74.12
S03087,56.6
S03088,82.87
S03089,74.61
S03090,61.89
S03091,83.86
S03092,55.6
S03093,80.82
S03094,66.95
S03095,64.58
S03096,68.38
S03097,62.58
S03098,65.47
S03099,74.54
S03100,54.97
S03101,79.95
S03102,69.91
S03103,51.57
S03104,57.61
S03105,69.02
S03106,54.46
S03107,50.5
S03108,73.38
S03109,60.83
S03110,58.31
S03111,79.33
S03112,51.24
S03113,71.87
S03114,66.76
S03115,84.45
S03116,66.64
S03117,71.59
S03118,70.36
S03119,51.0
S03120,64.53
S03121,63.95
S03122,67.8
S03123,84.32
S03124,69.54
S03125,84.16
S03126,72.27
S03127,60.66
S03128,71.49
S03129,52.71
S03130,57.89
S03131,74.91
S03132,80.32
S03133,81.97
S03134,73.31
S03135,56.59
S03136,53.44
S03137,61.23
S03138,68.12
S03139,66.16
S03140,79.51
S03141,52.14
S03142,75.01
S03143,71.56
S03144,84.51
S03145,54.74
S03146,78.05
S03147,65.98
S03148,53.75
S03149,78.56
S03150,57.44
S03151,78.17
S03152,64.62
S03153,71.11
S03154,58.55
S03155,68.38
S03156,73.86
S03157,73.73
S03158,69.06
S03159,62.41
S03160,56.31
S03161,75.23
S03162,63.73
S03163,74.99
S03164,67.61
S03165,62.28
S03166,76.71
S03167,70.32
S03168,84.13
S03169,53.4
S03170,80.83
S03171,60.43
S03172,72.37
S03173,84.93
S03174,59.99
S03175,80.5
S03176,69.75
S03177,79.78
S03178,63.07
S03179,82.81
S03180,65.35
S03181,60.11
S03182,67.67
S03183,58.56
S03184,66.91
S03185,66.32
S03186,54.17
S03187,59.83
S03188,51.14
S03189,76.47
S03190,68.78
S03191,78.14
S03192,59.46
S03193,64.49
S03194,58.12
S03195,73.54
S03196,76.94
S03197,58.25
S03198,58.76
S03199,83.23
S03200,63.93
S03201,56.06
S03202,55.13
S03203,74.08
S03204,74.81
S03205,57.43
S03206,51.66
S03207,69.99
S03208,75.67
S03209,62.56
S03210,79.79
S03211,51.97
S03212,65.02
S03213,60.0
S03214,71.55
S03215,71.2
S03216,72.87
S03217,81.3
S03218,77.89
S03219,55.86
S03220,56.35
S03221,74.53
S03222,54.46
S03223,62.8
S03224,61.52
S03225,71.29
S03226,66.62
S03227,56.76
S03228,84.45
S03229,68.94
S03230,67.15
S03231,66.61
S03232,76.53
S03233,62.8
S03234,79.52
S03235,70.7
S03236,80.95
S03237,73.43
S03238,67.52
S03239,50.69
S03240,62.65
S03241,61.36
S03242,70.29
S03243,77.81
S03244,74.49
S03245,81.77
S03246,56.67
S03247,53.44
S03248,55.3
S03249,69.74
S03250,67.49
S03251,53.64
S03252,75.97
S03253,58.35
S03254,67.58
S03255,67.95
S03256,78.33
S03257,59.23
S03258,61.38
S03259,70.16
S03260,67.29
S03261,62.2
S03262,58.86
S03263,55.84
S03264,69.31
S03265,60.27
S03266,58.76
S03267,75.51
S03268,58.67
S03269,71.55
S03270,54.39
S03271,83.92
S03272,68.74
S03273,65.61
S03274,76.62
S03275,69.7
S03276,83.08
S03277,55.47
S03278,80.76
S03279,54.83
S03280,57.36
S03281,78.33
S03282,61.0
S03283,78.23
S03284,67.63
S03285,58.22
S03286,83.81
S03287,83.09
S03288,63.69
S03289,68.56
S03290,64.24
S03291,78.67
S03292,53.19
S03293,62.84
S03294,72.99
S03295,76.96
S03296,56.26
S03297,63.2
S03298,66.28
S03299,53.76
S03300,62.09
S03301,68.75
S03302,58.13
S03303,74.55
S03304,61.38
S03305,75.69
S03306,60.62
S03307,69.31
S03308,61.54
S03309,65.21
S03310,78.77
S03311,51.65
S03312,60.51
S03313,83.32
S03314,71.19
S03315,58.42
S03316,80.68
S03317,69.47
S03318,78.7
S03319,54.69
S03320,53.24
S03321,61.7
S03322,83.97
S03323,77.46
S03324,77.45
S03325,55.42
S03326,54.84
S03327,84.33
S03328,82.96
S03329,62.4
S03330,55.8
S03331,80.74
S03332,83.17
S03333,75.37
S03334,84.76
S03335,53.12
S03336,55.75
S03337,56.25
S03338,54.56
S03339,81.87
S03340,65.0
S03341,54.2
S03342,83.12
S03343,53.06
S03344,65.74
S03345,82.11
S03346,79.26
S03347,71.85
S03348,80.66
S03349,70.29
S03350,68.76
S03351,82.87
S03352,65.33
S03353,83.74
S03354,52.95
S03355,78.83
S03356,65.44
S03357,65.05
S03358,78.84
S03359,53.22
S03360,67.47
S03361,66.04
S03362,55.68
S03363,69.44
S03364,65.73
S03365,68.6
S03366,67.87
S03367,68.91
S03368,74.91
S03369,69.34
S03370,71.28
S03371,63.73
S03372,76.56
S03373,67.24
S03374,53.69
S03375,76.56
S03376,81.04
S03377,69.14
S03378,59.73
S03379,63.59
S03380,75.33
S03381,58.0
S03382,53.05
S03383,68.0
S03384,81.52
S03385,60.66
S03386,73.24
S03387,66.83
S03388,72.43
S03389,68.35
S03390,50.95
S03391,74.9
S03392,80.61
S03393,64.28
S03394,59.62
S03395,65.9
S03396,56.42
S03397,77.47
S03398,83.14
S03399,65.71
S03400,79.67
S03401,59.18
S03402,63.25
S03403,56.64
S03404,79.11
S03405,75.98
S03406,68.49
S03407,81.55
S03408,58.26
S03409,70.2
S03410,69.26
S03411,83.53
S03412,78.57
S03413,77.03
S03414,57.87
S03415,62.55
S03416,53.02
S03417,62.93
S03418,78.66
S03419,84.85
S03420,66.37
S03421,82.05
S03422,53.42
S03423,75.67
S03424,70.5
S03425,69.53
S03426,59.22
S03427,70.75
S03428,53.18
S03429,63.1
S03430,72.56
S03431,50.63
S03432,69.48
S03433,84.91
S03434,81.53
S03435,75.56
S03436,53.85
S03437,73.02
S03438,77.25
S03439,68.68
S03440,74.88
S03441,61.57
S03442,67.34
S03443,59.71
S03444,62.66
S03445,55.45
S03446,75.33
S03447,61.75
S03448,62.84
S03449,73.84
S03450,67.93
S03451,63.66
S03452,56.67
S03453,69.29
S03454,73.26
S03455,56.93
S03456,82.32
S03457,58.36
S03458,65.48
S03459,80.55
S03460,83.73
S03461,57.39
S03462,56.37
S03463,83.28
S03464,61.92
S03465,54.18
S03466,78.42
S03467,55.9
S03468,75.36
S03469,70.39
S03470,74.34
S03471,64.52
S03472,74.77
S03473,52.0
S03474,79.5
S03475,55.42
S03476,64.73
S03477,55.6
S03478,59.9
S03479,80.7
S03480,67.19
S03481,78.73
S03482,76.28
S03483,77.53
S03484,62.32
S03485,61.83
S03486,63.42
S03487,76.4
S03488,69.49
S03489,83.59
S03490,64.17
S03491,58.89
S03492,57.68
S03493,59.24
S03494,75.12
S03495,71.22
S03496,74.95
